pattern,quality,pattern_auc,support,class_balance,p_value,corrected_p,is_sig,global_auc
[{'C'}],1.3139873832267694,0.6464,50,"{1.0: 25, 0.0: 25}",0.0009990009990009,0.0389610389610389,True,0.895013116361141
[{'N'}],0.705880408727747,0.8820613389987471,857,"{0.0: 435, 1.0: 422}",0.1038961038961039,0.2750190985485103,False,0.895013116361141
[{'X'}],0.7034359479984662,0.8847220499590703,898,"{1.0: 443, 0.0: 455}",0.1388611388611388,0.2850307587149692,False,0.895013116361141
"[{'X'}, {'W'}]",0.6860744005830606,0.7828571428571428,85,"{1.0: 35, 0.0: 50}",0.0039960039960039,0.0779220779220779,False,0.895013116361141
"[{'U'}, {'M'}]",0.6627544366783013,0.7878787878787878,75,"{1.0: 33, 0.0: 42}",0.0059940059940059,0.0779220779220779,False,0.895013116361141
"[{'Y'}, {'U'}]",0.6363358400134936,0.7953917050691245,66,"{1.0: 31, 0.0: 35}",0.0099900099900099,0.0974025974025974,False,0.895013116361141
"[{'Z'}, {'N'}]",0.6100161408953089,0.8080357142857143,67,"{1.0: 35, 0.0: 32}",0.0169830169830169,0.1103896103896103,False,0.895013116361141
"[{'O'}, {'N'}]",0.6057850257535852,0.8164251207729468,91,"{0.0: 46, 1.0: 45}",0.0129870129870129,0.1012987012987013,False,0.895013116361141
"[{'W'}, {'M'}]",0.5747163588987374,0.8279279279279279,67,"{1.0: 37, 0.0: 30}",0.0429570429570429,0.2393320964749536,False,0.895013116361141
"[{'X'}, {'O'}]",0.5739794599538688,0.8293650793650794,71,"{0.0: 35, 1.0: 36}",0.0519480519480519,0.2532467532467533,False,0.895013116361141
"[{'X'}, {'N'}]",0.5567659007342198,0.843125,80,"{1.0: 40, 0.0: 40}",0.0719280719280719,0.2750190985485103,False,0.895013116361141
"[{'N'}, {'Y'}]",0.5557086871708226,0.8420168067226891,69,"{1.0: 34, 0.0: 35}",0.0849150849150849,0.2750190985485103,False,0.895013116361141
"[{'U'}, {'W'}]",0.5547059457006063,0.8418418418418419,64,"{1.0: 27, 0.0: 37}",0.0869130869130869,0.2750190985485103,False,0.895013116361141
"[{'M'}, {'X'}]",0.5525056574596847,0.8452012383900929,72,"{0.0: 38, 1.0: 34}",0.0979020979020979,0.2750190985485103,False,0.895013116361141
"[{'M'}, {'N'}]",0.5482668080110191,0.8482384823848239,68,"{0.0: 41, 1.0: 27}",0.1148851148851148,0.2750190985485103,False,0.895013116361141
"[{'Z'}, {'U'}]",0.5454150087858036,0.8526984126984126,80,"{0.0: 35, 1.0: 45}",0.1158841158841158,0.2750190985485103,False,0.895013116361141
"[{'P'}, {'N'}]",0.5413831056833378,0.8581851345189239,94,"{1.0: 51, 0.0: 43}",0.1198801198801198,0.2750190985485103,False,0.895013116361141
"[{'X'}, {'V'}]",0.5413767234163105,0.858288770053476,95,"{0.0: 51, 1.0: 44}",0.1158841158841158,0.2750190985485103,False,0.895013116361141
"[{'Y'}, {'Z'}]",0.5383214112997288,0.8596491228070176,77,"{0.0: 39, 1.0: 38}",0.1328671328671328,0.2850307587149692,False,0.895013116361141
"[{'V'}, {'N'}]",0.5367601664538896,0.8609168609168609,72,"{0.0: 33, 1.0: 39}",0.2057942057942058,0.3474903474903475,False,0.895013116361141
"[{'U'}, {'X'}]",0.5353781311731214,0.8632996632996632,78,"{1.0: 33, 0.0: 45}",0.1878121878121878,0.3417945690672963,False,0.895013116361141
"[{'Z'}, {'X'}]",0.5333863795140952,0.8665540540540541,85,"{1.0: 48, 0.0: 37}",0.1928071928071928,0.3417945690672963,False,0.895013116361141
"[{'P'}, {'Y'}]",0.5332419970762574,0.8669141039236479,87,"{1.0: 41, 0.0: 46}",0.1858141858141858,0.3417945690672963,False,0.895013116361141
